,Text,LDA_pred_number
655,'People are asking more questions about UFOs once a taboo topic for the US government and more officials appear ',Politics
656,'In Opinion\n\nOur writers and contributors ranked candidates performances in New York Citys second mayoral debate ',Religion
657,'A secretive UN agency where mining and oil companies supply national delegates is quietly delaying and watering d ',Politics
658,'Donald Trump had become frustrated after hearing from friends that his From the Desk of Donald J Trump sitela ',Drama
659,'Um die lauernde Gefahr des Rechtsextremismus in Deutschland zu verstehen trafen wir zwei mutmassliche Angriffsziel ',Drama
660,'To understand the farright extremism still lurking in Germanys shadows we talk with two of the alleged targets o ',Religion
661,'21 runners died in an ultramarathon in China last month Now some of their family members are asking whether their ',Politics
662,'My first story for theon a UN agency that delays climate actionfailing to act on a shipping industry that bu',Cronaca
663,'The Trump Justice Department secretly seized the phone records of four New York Times reporters spanning nearly fou ',Action
664,'Every time there is a mass shooting and a perpetrator is identified their motive is questioned But even when they ',Religion
665,'After four elections in two years Israelis awoke on Thursday to the possibility that they might have a government ',Action
666,'A student at Stanford Law School sent a satirical email flier that drew a complaint from the Federalist Society a ',Action
667,'The New York Knicks renaissance season is over With a Game 5 loss against Atlanta their first playoff appearance ',Religion
668,'The Boston Celtics tried in their firstround series but were too depleted to compete The Nets next opponent the ',Religion
669,'So that was a brawl \nOur takeout on the first inperson mayoral debate where contenders battled over crime justice and',Religion
670,'About 10000 of the 80000 volunteers for next months Tokyo Olympics have quit the chief executive of the Games ',Action
671,'Benjamin Netanyahu Israels longestserving PM could be on his way out after opponents formed a coalition last night',Drama
672,'The Brazilian musician Jos Mauro released two albums in the 1970s and then seemingly vanished When his debut was ',Cronaca
673,'From firsttime buyers to seasoned veterans buying a home can seem like a daunting process especially during a pa ',Politics
674,'The volcano that devastated Goma has gone quiet again But the citys residents are fearful hungry and in some cases ho',Politics
675,'For the Black Keys new album Dan Auerbach wanted to play the music that captivated him as a teenager and initiall ',Cronaca
676,'People whose jobs involve frequent moving and lifting tend to live longer than those who are deskbound a new study ',Religion
677,'This 82footlong seethrough swimming pool in London sits more than 10 stories above the ground bridging two hig ',Action
678,'Hackers with suspected ties to China breached the MTAs computer systems in April Officials said the intrusion did ',Cronaca
679,'A proposal to construct a 20foot tall sixmile long seawall in Miami for storm surge protection has forced South ',Cronaca
680,'When Naomi Osaka announced she wouldnt do any press ahead of the French Open she chose to care for her wellbei ',Politics
681,'The coalition agreement between Israeli opposition parties to form a government and oust Benjamin Netanyahuan un ',Drama
682,'Now is the time for the Tonys to pull their act together writes our theater criticWhy should the ',Drama
683,'The FBI identified the perpetrators of a cyberattack on the worlds largest meat processor as a Russian group known ',Religion
684,'Treasury Secretary Janet Yellen will try to secure international support this week for an agreement that aims to pu ',Religion
685,'The New York Knicks renaissance season is over With a Game 5 loss against Atlanta their first playoff appearance ',Religion
686,'Here are five takeaways from the second Democratic debate for mayor of New York City ',Religion
687,'In a heated second debate the Democratic candidates for mayor of New York City battled over crime education and p ',Religion
688,'President Biden wants to end oil drilling leases in Alaskas Arctic National Wildlife Refuge but a Trumpera law p ',Drama
689,'Nashville police should have acted more aggressively after a tip that the man who detonated an RV packed with explo ',Politics
690,'Here is a simple excellent onepot recipe for a midweek feast full of rich flavor with a sauce that you wont wa ',Cronaca
691,'Free airline tickets free cruises free Super Bowl tickets and even free beer The White House amp private sector are using i',Politics
692,'Three years ago not long after Hurricane Irma left parts of Miami underwater the feds embarked on a study to find a w',Cronaca
693,'Thats right get a shot and have a beer President Biden is facing a selfimposed July 4 deadline to get 70 of ',Drama
694,'Pundits fans players and people who typically care little about athletes are analyzing her motivations They worry abou',Drama
695,'Robert Mueller will teach a course this fall at the University of Virginias law school that will take students beh ',Action
696,'The NFL said it would scrap a disputed method of evaluating dementia claims that meant Black players claims were b ',Drama
697,'The top editor of an influential medical journal stepped down amid a controversy over comments a colleague made abo ',Drama
698,'Last year the DoJ secretly seized the phone records of 4reporters as part of the ongoing leak investigation into Ja',Action
699,'For many Black vintage sellers and shoppers the current clothing resale boom is not just a trend but deeply roote ',Cronaca
700,'In evaluating the tenure of Mayor Bill de Blasio using a school grading system some candidates doled out searing criticism o',Drama
701,'The Trump Justice Department secretly seized the phone records of four New York Times reporters spanning nearly fou ',Action
702,'Breaking the TrumpBarr DOJ secretly seized phone records last year of four NYT reporters the BidenGarland DOJ has d',Action
703,'NEW Medical journals like JAMA and the NEJM are blind to structural racism and the ways in which discrimination became em',Drama
704,'Kevin Durant and Possibly the Greatest Basketball Team of All Time ',Drama
705,'Hotels have become havens for highend chefs who may be seeking to make up for revenue lost during the pandemic or ',Religion
706,'Coronavirus infections have surged across Asia and South America where the emergence of virus variants and gaps in ',Politics
707,'Take 5 minutes to listen to the varied explosive resonant sounds of instruments struck shaken pounded scratche ',Action
708,'The British actor Naomi Ackie does most of the dramatic heavy lifting in the new season of Master of None most n ',Politics
709,'The school year is coming to an endand were hosting a live event on June 10th to celebrate us all getting through it',Cronaca
710,'Gov Andrew Cuomo will host a fundraiser for the first time since overlapping scandals prompted calls for his resi ',Religion
711,'A 17yearold in Canton Ohio was forced to eat a pepperoni pizza even though the coaches were aware he does not e ',Cronaca
712,'At Night All Blood Is Black a novel about a Senegalese soldiers descent into madness while fighting in World Wa ',Cronaca
713,'Naftalli Bennett once a top aide to Benjamin Netanyahu and now the leader of a small rightwing party with just s ',Drama
714,'Mike Krzyzewski the winningest coach in mens college basketball will retire from Duke University at the end of n ',Drama
715,'The Democratic candidates in New Yorks mayoral race will square off in their second debate at 7 pm Eastern Join ',Religion
716,'Hours before the second Democratic debate was set to begin Ifeoma Ike the former senior adviser for Dianne Morale ',Politics
717,'Bananas Foster is traditionally served over vanilla ice cream or over pound cake But what if we told you that you ',Cronaca
718,'The eight leading Democratic candidates for New York City mayor are set to meet on the debate stage tonight as the ',Religion
719,'Small privately held drilling companies are becoming the biggest emitters of greenhouse gases in the US often b ',Drama
720,'A father and son in Nevada were ordered to halt distribution of their branded bottledwater products that federal p ',Religion
721,'Back in the 90s Shirley Manson never expected Garbage would still be making music together nearly 30 years later ',Cronaca
722,'Happy NYC mayoral debate night round two for the Dems\n\nour look at the unpredictable messy increasingly brutalrace',Drama
723,'More than a week after a deadly eruption in Democratic Republic of Congo volcanologists government officials and ',Politics
724,'Donald Trump had become frustrated after hearing from friends that his From the Desk of Donald J Trump sitela ',Drama
725,'Even before Naomi Osakas withdrawal from the French Open mental health had been top of mind for Sloane Stephens ',Politics
726,'If the last thing you want to do is create charts and update lists of household chores to maintain an equal divisio ',Cronaca
727,'The eight leading Democratic candidates for mayor of New York City will meet for their second debate from 7 to 9 p ',Religion
728,'As of today Ohio has fully reopened and under a new order issued in May fully vaccinated people are no longer re ',Religion
729,'Since emerging as an elite tennis player and Grand Slam champion in 2018 Naomi Osaka has had an uncommonly eventfu ',Politics
730,'Uncle Nearest was started to honor Nearest Green the formerly enslaved man who taught Jack Daniel to make whiskey ',Religion
731,'Arizonas reported plan to purchase hydrogen cyanide for possible use on death row inmates provoked fresh outrage f ',Religion
732,'This 82footlong seethrough swimming pool in London sits more than 10 stories above the ground bridging two hig ',Action
733,'Activist investors pushing Exxon Mobil to move toward cleaner energy have secured a third seat on the companys boa ',Politics
734,'One million students and teachers emptied out of New York Citys school buildings last year A network of staffers ',Drama
735,'I have total faith that downtown WilkesBarre will come back How one city already facing many challengesWilkesBarre P',Drama
736,'Brazil has been averaging more than 60000 new coronavirus cases each day In the past three months alone health o ',Politics
737,'Breaking News Benjamin Netanyahus rivals have struck a deal to replace him agreeing to a new coalition governmen ',Drama
738,'Kims Convenience a sitcom about a Korean Canadian family that owns a convenience store is not about food per ',Politics
739,'Breaking News NASA is finally going back to Venus for the first time in more than three decades And a second tim ',Religion
740,'The last two rounds of government stimulus checks significantly improved Americans ability to buy food and pay hou ',Politics
741,'Going viral is big business and a group of ambitious Black creators in Atlanta is challenging the mostly white soc ',Religion
742,'How to navigate the online dealsand dudswhen Amazon holds its annual Prime Day promotion later this month ',Religion
743,'The Tonys have been a mix of fabulous and mortifying for years Now is the time to fix the mortifying part My ',Action
744,'As interior secretary Deb Haaland runs an agency once responsible for eradicating the homes the culture and often ',Religion
745,'Breaking News NASA will send two spacecraft to study Venus for the first time since 1994 One will probe whether t ',Religion
746,'La crisis en la frontera entre Marruecos y Espaa en el enclave de Ceuta ha revelado una estrategia de presin en m ',Cronaca
747,'Many Main Street businesses may face a sort of economic equivalent of Covid longhaul\n\nWe spent the last four mo ',Religion
748,'A new heavily annotated translation of Hitlers Mein Kampf was published in France on Wednesday aiming to break ',Religion
749,'Supporters of Benjamin Netanyahu and his Likud party were working overtime to pressure rightwing Israeli lawmakers ',Drama
750,'Paul Hodgkins was caught on video breaching the Senate while carrying a Trump flag on Jan 6 He pleaded guilty Wed ',Cronaca
751,'In Opinion\n\nWomen candidates are not looking for your approval or for preferential treatment writes Christine Qu ',Religion
752,'The business Your Hometown Deli\nIts location Paulsboro New Jersey\nIts revenue last year 13976\nIts value on th ',Religion
753,'This 82footlong seethrough swimming pool in London sits more than 10 stories above the ground bridging two hig ',Action
754,'Mapping where New York Citys mayoral candidates have a greater share of donors reveals a detailed picture of the c ',Religion
755,'Four years ago the Brooklyn Nets were the worst team in the NBA famous for sparse crowds blowout losses weird u ',Action
756,'Even if you dont have a fear of heights you probably wont be able to try out the 82footlong seethrough swimm ',Action
757,'Israels deeply divided Parliament displayed a rare degree of consensus on Wednesday voting overwhelmingly to make ',Religion
758,'It is difficult to overstate the significance to Native people of Deb Haalands role as the first Native American t ',Religion
759,'Hackers with suspected ties to China breached the MTAs computer systems in April Officials said the intrusion did ',Cronaca
760,'Brazil has been averaging more than 60000 new coronavirus cases each day In the past three months alone health o ',Politics
761,'At Night All Blood Is Black a novel about a Black soldier fighting for France in World War I has won the Internationa',Cronaca
762,'Naftali Bennett and Yair Lapid have joined forces to try and unseat Prime Minister Benjamin Netanyahu But even if ',Drama
763,'In Opinion\n\nSports fans want the joy of the unexpected the giddy sense of discovery that comes with being the tea ',Drama
764,'Crime trends are complicated Criminologists still have not reached a consensus on what caused the big national cri ',Cronaca
765,'4 Were cities that decreased their police budgets in 2020 more susceptible to murder increases than other cities',Religion
766,'3 Was last years murder increase widespread or did it occur mainly in big cities',Politics
767,'2 One type of property crime went up last year What was it',Action
768,'1 Did overall crime in the US go up or down last year Or did it stay about the same',Religion
769,'Crime has emerged as a significant issue in the US during the pandemic But context can be lost amid the headline ',Religion
770,'Discussing my Sway interviews withanchor founderand s ',Religion
771,'Naftali Bennett who may become Israels next prime minister is a former hightech entrepreneur best known for ins ',Drama
772,'This 82footlong seethrough swimming pool in London sits more than 10 stories above the ground bridging two hig ',Action
773,'With early voting in New York Citys mayoral primary set to begin on June 12 the leading Democratic candidates vee ',Religion
774,'A proposal to construct a 20foot tall sixmile long seawall in Miami for storm surge protection has forced South ',Cronaca
775,'With stores ending mask requirements workers are anxious about shoppers going barefaced The changes effect seems ',Religion
776,'I definitely want to equalize the mental load in my home but I also want to lie in bed and watch my murder shows at the end',Politics
777,'Four of the largest child care providers in the US have agreed to offer free child care to parents and caregivers ',Action
778,'Im already taking prescription meds for anxiety I had to increase my dosage to keep my heart from racing For workers',Politics
779,'Katie Hobbs Arizonas Democratic secretary of state who gained prominence for defending the states electoral sys ',Religion
780,'Failed drug test confirmed for Kentucky Derby winner Medina Spirit ',Cronaca
781,'Americas next round is on AnheuserBusch The brewing company that produces Budweiser said it would offer people i ',Action
782,'Arizonas Secretary of Stateis running for governor Hobbs has risen to national fame as she has aggressively',Religion
783,'Cracks have formed in Vietnams oncerobust pandemic defense an outbreak at a Ho Chi Minh City church and the emer ',Cronaca
784,'This was not a riot This was a massacre A century after a white mob in Tulsa Oklahoma destroyed a vibrant Bla ',Religion
785,'A police chief in Pennsylvania who threatened a critic with false arrest unless the person deleted Facebook posts a ',Politics
786,'Garbages Shirley Manson thrives on unapologetic heroines',Politics
787,'The second debate among the eight major Democratic candidates for New York City mayor takes place tonight from 7 to ',Religion
788,'A 41yearold man in China is the first known human to be infected with a strain of bird flu known as H10N3 accord ',Drama
789,'Breaking News The Kentucky Derby winner Medina Spirits positive drug test was confirmed The colt trained by sev ',Religion
790,'Big Kentucky Derby news viaThe lab result is in and Medina Spirit is on the brink of being disqualified ',Politics
791,'Since emerging as an elite tennis player Naomi Osaka has achieved great success but dramatic developments and ang ',Politics
792,'Kevin Durant has the sort of transcendental galaxy brain that likes to rise up very high and then higher wri',Politics
793,'With the last season of Kims Convenience dropping on Netflix tomorrow heres my story on how through its food the sho',Politics
794,'The Biden administration on Tuesday said it would suspend the oil drilling leases in Alaskas Arctic National Wildl ',Drama
795,'How many words can you make with 7 letters Try todays Spelling Bee',Religion
796,'One million students and teachers emptied out of New York Citys school buildings last year A network of staffers ',Drama
797,'Dangerously hot conditions and tripledigit temperatures are forecast for the Western US this week Temperatures ',Religion
798,'Crime has emerged as a significant issue in the US during the pandemic But context can be lost amid the headline ',Religion
799,'Heres what you need to know about traveling to Europe from the US this summer ',Religion
800,'MLB will celebrate on Wednesday the inaugural Lou Gehrig Day designed to honor his magnificent career and to help ',Religion
801,'Meet the people who stayed in NYC schools when everyone else was gone custodians cooks nurses maintenance workers \nT',Drama
802,'India canceled national exams for more than a million 12th graders The decision showed that concerns over the spre ',Politics
803,'Bottom line Its early But so far the CDC looser new mask guidelines have not led to an increase in casesand the g',Religion
804,'The discovery of decapitated skeletons from the third century in Britain sheds light on how the Romans used capital ',Religion
805,'A startling new analysis of emissions data shows that five of the oil amp gas industrys top ten emitters of methane a po',Drama
806,'In Opinion\n\nOsakas abstention has only proved the scale of her influence writesIf the organiz ',Religion
807,'News Analysis The criminal inquiry into Donald Trump and his business looms over the race for Manhattan district a ',Religion
808,' StephenCastle The cell where Oscar Wilde spent 18 months after being jailed for being gay still exists But plans to open it up to th',Cronaca
809,'With one quarter of the EUs bike production Portugal is riding a boom that has speeded up during the pandemic as more',Action
810,'Sen Joe Manchin a Democrat from West Virginia has become the makeorbreak legislator of President Bidens agend ',Action
811,'Melanie Stansbury a Democrat and an environmental policy expert won a special House election in New Mexico on Tue ',Action
812,'Moroccos military let as many as 12000 migrants cross the border to Ceuta a Spanish enclave in North Africa ove ',Politics
813,'Births in Sri Lankas zoos rose 25 over the past year as lockdowns kept visitors away Some local zoo animals even ',Politics
814,'Toni TiptonMartin a writer and editor who has fostered the appreciation of AfricanAmerican cooking will receive ',Drama
815,'New Two leading candidates in the race to be Manhattan district attorney have history with the Trump administration that c',Religion
816,'An opposition activist in Belarus made an apparent suicide attempt in court on Tuesday after claiming that investig ',Politics
817,'Portugal the EUs largest bikemanufacturing country is building new factories and hiring workers to keep up with ',Drama
818,'Many countries have been hit by shortages of key goods as the pandemic upended global supply chains\n\nThe disruptio ',Drama
819,'A 41yearold man in China is the first known human to be infected with a strain of bird flu known as H10N3 accord ',Drama
820,'Vietnam prided itself on successfully containing the coronavirus But the countrys luck may be running out as it f ',Religion
821,'Tencents popularity may help it avoid trouble with Beijing our columnist Li Yuan writes But its vast power could ',Cronaca
822,'Naomi Osaka was not the first elite athlete to speak out about mental health If recent history is a guide she will not b',Politics
823,'The largest ship in the Iranian navy caught fire and sank in the Gulf of Oman semiofficial news agencies reported ',Drama
824,'Kelly an elephant who weighs over 7400 pounds was able to grab a tortilla chip without breaking it \n\nElephants ',Politics
825,'Israelis hold their breath today as the opposition scrambles to meet a midnight deadline to replace Bibi\n\nBut many Pal',Drama
826,'Its summertime you need to smile a bit more be more happy a student who experiences summer seasonal affecti ',Politics
827,'Seeing little hope for change from a new Israeli government many Palestinians are focused on a shift toward a camp ',Religion
828,'A police chief in Pennsylvania who threatened a critic with false arrest unless the person deleted Facebook posts a ',Politics
829,'Bo Burnhams new Netflix special Inside is a feat the work of a gifted experimentalist whose craft has caught ',Religion
830,'A new study shows that elephants use their trunks to apply suction to grab food a behavior previously thought to b ',Religion
831,'An opposition activist in Belarus made an apparent suicide attempt in court on Tuesday after claiming that investig ',Politics
832,'One of the most conservative Texas state legislative sessions ended this week with bills that had died in previous ',Cronaca
833,'In Opinion\n\nThe US economy before the pandemic was incredibly dependent on an abundance of lowwage lowhours j ',Drama
834,'President Bidens decision to install Vice President Harris as the leader of an effort to beat back bills in states ',Drama
835,'In Opinion\n\nOsakas abstention has only proved the scale of her influence writesIf the organiz ',Religion
836,'A century after a white mob destroyed a vibrant Black community in Tulsa and shot people in the streets President ',Religion
837,'Melanie Stansbury a Democrat and an environmental policy expert won a special House election in New Mexico on Tue ',Action
838,'Michael Flynn a former national security adviser suggested at an event affiliated with the QAnon conspiracy theor ',Cronaca
839,'Between 1969 and 1975 the Communicative Arts Academy was a vital hub for a community largely excluded from Los Ang ',Cronaca
840,'Kate Winslet said shes been bowled over by how audiences have fallen in love with her Mare of Easttown character ',Cronaca
841,'One 20minute recipe One bowl of wide savory noodles ',Drama
842,'The New York City mayors race is tightening ahead of a crucial debate and Democratic hopefuls are sharpening atta ',Religion
843,'Animals are being forced to contend with busy roadways as climate change and expanding infrastructure continue to e ',Cronaca
844,'New Mexicos vaccine incentive program called Vax to the Max is offering 5 million as a grand prize Its one ',Politics
845,'Intentionally or not Osaka stands at the leading edge of a broad transformational movement in athlete empowermen ',Action
846,'A Jewish family whose relatives had their artworks looted by the Nazis said on Tuesday they were giving up their cl ',Action
847,'Thehas tracked COVID deaths in longterm care facilities for more than a year\n\nWeve identified at least 184',Religion
848,'President Biden on Tuesday issued apresidential proclamation recognizing June as Pride Month vowing to fight for ',Religion
849,'Theres a connection between interest in the sport and exposure to the biggest names in the game a USTA spokesma ',Religion
850,'Read this weeks Modern Love in miniature featuring readersubmitted stories of no more than 100 words ',Religion
851,'Memorial Day weekend typically kicks off a threemonth summer season for violent crime in the US The question now ',Religion
852,'As climate change drives more animals to move in search of cooler moister conditions they will have to contend with bu',Cronaca
853,'Athletes and researchers say disclosures about mental health by prominent players like Naomi Osaka make it far more ',Politics
854,'MavericksClippers shifts back to LA with Dallas trying to avoid another doozy of a collapse and the Clippers as predict',Cronaca
855,'President Biden has directed Vice President Kamala Harris to lead Democrats in a sweeping legislative effort to pro ',Drama
856,'June is peak season for Supreme Court decisions Heres a look into the biggest rulings expected to come this month ',Religion
857,'Animals are being forced to contend with busy roadways as climate change and expanding infrastructure continue to e ',Cronaca
858,'The Biden administration said it would suspend the oil drilling leases in Alaskas Arctic National Wildlife Refuge ',Drama
859,'ViacomCBS used a tax shelter to sell rights to its shows and filmssuch as SpongeBob Star Trek and Mission ',Drama
860,'The top editor of an influential medical journal will step down following an outcry over comments made on the journ ',Drama
861,'The White House said that a breach at JBS the worlds largest meat processor was a ransomware attack as some of ',Drama
862,'This summery Bundt packs a double dose of strawberry flavor so use the very best ones you can find ',Religion
863,'Activists and lawmakers are trying to convert the Victorian jail in Reading England where Oscar Wilde was incarce ',Action
864,'I dont want people to forget that a wildlife crossing is like a BandAid said one environmentalist The structu ',Cronaca
865,'Funding these structures is a challenge but that may get easier A bipartisan Senate version of the transportation ',Drama
866,'There are one million to two million collisions in the US between vehicles and large animals each year In places ',Politics
867,'New structures have gone up across the US to facilitate animal crossings Images from trail cameras show how deer ',Drama
868,'Animals are being forced to contend with busy roadways as climate change and expanding infrastructure continue to e ',Cronaca
869,'In 2019 CeCe Telfer became the first openly transgender woman to win an NCAA title Now shes aiming to qualify f ',Action
870,'Watch live President Biden is speaking in Tulsa Oklahoma to commemorate the 1921 massacre in Greenwood the city ',Religion
871,'Naomi Osaka una superestrella del deporte se retir del Abierto de Francia tras ser multada por faltar a una rue ',Drama
872,'In Opinion \n\nOnce I was a 12yearold boy listening to cicadas through an open window on a hot summer night wri ',Politics
873,'CoronaVac the coronavirus vaccine made by the Chinese pharmaceutical company Sinovac has been authorized for emer ',Action
874,'Breaking News President Biden is said to be suspending the oil drilling leases in Alaskas Arctic National Wildlif ',Drama
875,'Nikki Fried Floridas agriculture commissioner announced her bid for governor on Tuesday casting herself as the ',Drama
876,'The Supreme Court ruled Monday that tribal police officers may sometimes detain and search nonNative Americans on ',Politics
877,'The Covid vaccine is free But some unvaccinated adults in the US say worries about a surprise bill are why they ',Politics
878,'What do people in the US think about healthcare religion and gay rights Heres how the public is divided on key ',Religion
879,'On June 19 1865 enslaved AfricanAmericans in Galveston Texas were told they were free Heres how people in ci ',Politics
880,'In Opinion\n\nTheres a sexual assault crisis in the military A Republican senator a former Air Force prosecutor an ',Drama
881,'New Yorkers have been filling the citys parks and green spaces celebrating the joy of being together as virus re ',Drama
882,'More than 1 million New Yorkers have downloaded the states vaccine passport known as the Excelsior Pass But in o ',Religion
883,'The historic drought in the West is entering a volatile phase \n\nHeres the story at the OregonCalifornia border where s',Action
884,'By formally recognizing June as Pride Month President Biden draws a stark contrast with his predecessor Donald Tr ',Religion
885,'NEW Rosanne Boyland had never voted before 2020 \n\nShe had several drug convictions that barred her from registering and',Cronaca
886,'A drought crisis has erupted in the Klamath Basin along the CaliforniaOregon border with salmon dying en masse an ',Action
887,'More people in cities lack broadband access than in rural areas of the US but lawmakers in Washington are primar ',Religion
888,'New howavoided paying 4 billion in US taxes through a labyrinthine overseas tax structure ',Drama
889,'A Republicanled campaign to block curriculums that emphasize systemic racism could have deep ramifications for how ',Politics
890,'In Opinion\n\nEzra Klein spoke with Barack Obama about how he believes America has changed since his time in office ',Action
891,'Giovanni Brusca an Italian mobster who killed a judge and dissolved a 14yearold boy in acid before becoming a po ',Cronaca
892,'In a special election in New Mexico to replace Deb Haaland the interior secretary Democrats are taking no chances ',Drama
893,'So I sat down with this guy last week to talk about winning over skeptical voters the things he didnt say when he was pres',Religion
894,'Moderna has applied for full FDA approval of its coronavirus vaccine for people 18 and older The vaccine was autho ',Religion
895,'As a choreographer and dancer in the 1940s Silan Chen sought to represent a range of ethnic groups but audiences ',Drama
896,'Instead of purging or keeping friends think about how much time and emotional energy you invest in them Heres ho ',Politics
897,'Almost all psychologists and academics agree There is not enough affordable mental health care for everyone who ne ',Action
898,'President Biden will pledge to boost federal contracts to minorityowned businesses and rollback Trumpera policies ',Drama
899,'The drive to enact a sweeping elections overhaul is faltering in the Senate With a selfimposed Labor Day deadline ',Politics
900,'Three new TV documentaries mark the 100th anniversary of the Tulsa massacre\n\nEach carries the story into the pres ',Drama
901,'Tour companies are reporting a resurgence in interest for summer and fall bucketlist trips to iconic sites not ',Drama
902,'New York States Excelsior Pass is the first governmentissued vaccine passport in the US\n\nOfficials hope the app ',Religion
903,'Those with winter seasonal affective disorder SAD tend to oversleep and overeat while people with summer SADt ',Cronaca
904,'The Tokyo Olympics are set to begin next month Here are some of the big names from around the world to watch out f ',Politics
905,'Dangerously hot conditions and tripledigit temperatures are forecast for the Western US this week In some areas ',Religion
906,'Broadways reopening is coming even sooner Pass Over a threeactor 85minute play plans to start Aug 4 Playwrig',Cronaca
907,'In Opinion\n\nEzra Klein Interviews Barack Obama The former president thinks Americans are less persuadable now than ',Religion
908,'Many countries have been hit by shortages of key goods as the pandemic upended global supply chains\n\nThe disruptio ',Drama
909,'Pope Francis broadened the Catholic Churchs definition of sexual abuse revising the Vaticans Code of Canon Law t ',Action
910,'California in an effort to protect its dwindling population of Western monarch butterflies put forward a 1 milli ',Politics
911,'Mr Jones in an interview could not cite any examples of such teaching taking place now in Ohio Our piece on the cr',Drama
912,'New finally from me a wild ranchland tale yanked from a Western noir Ominous notes Dead animals left as warnings Mi',Religion
913,'This is how the world ran out of everything Our story on the global shortages and how business overdid it with Just In',Drama
914,'Israel has lifted most of its Covid restrictions allowing vaccinated and unvaccinated citizens equal access to res ',Action
915,'Seven European countries began issuing digital Covid travel certificates on Tuesday The document records a person ',Politics
916,'We need to realize that as much as we want a magic piece of software to be able to tell us whether the person next to us is',Politics
917,'Israels Covid rates are so low that months after pioneering a Green Pass system limiting access to indoor restaurants cult',Action
918,'How many words can you make with 7 letters Try todays Spelling Bee',Religion
919,'President Biden will meet with survivors of the 1921 Tulsa massacre on Tuesday 100 years after a white mob destroy ',Religion
920,'Whats to be done when your job includes tasks that pose mental health risks\n\nOurnewsletter looks at th ',Action
921,'One thing we learned from our Fresh Start challenge is there is a lot of uncertainty out there Heres some advice to h',Cronaca
922,'Republican lawmakers across the US have passed bills to block curriculums that emphasize systemic racism\n\nTheir ',Politics
923,'I have never seen anything like this\n \nSri Lanka is investigating the crew of a cargo ship thats been on fire off its coas',Cronaca
924,'A century ago a prosperous Black neighborhood perished in the Tulsa Race Massacre at the hands of a white mob Hun ',Religion
925,'The coronavirus has killed 32 lawmakers in the Democratic Republic of Congo more than 5 of its Parliament\n\nThe c ',Politics
926,'Naomi Osaka a superstar in the sport pulled out of the French Open after she was fined for skipping a news confe ',Politics
927,'Kate Winslet said shes been bowled over by how audiences have fallen in love with her Mare of Easttown character ',Cronaca
928,'For the past four decades US economic debate has been dominated by an ideology fundamentally opposed to spendin ',Religion
929,'A century after the Tulsa massacre when a prosperous Black neighborhood was attacked by a white mob the US face ',Religion
930,'While most US prison systems have struggled to inoculate inmates some have outperformed vaccination rates among ',Cronaca
931,'1 I recently interviewed three single men who got vasectomies in China All of them were childless Their ages 29 27 24 My',Drama
932,'Illinois would become the first state to stop the police from using deceptive tactics when interrogating young peop ',Religion
933,'A cargo ship has been burning off the coast of Sri Lanka for 12 days sending toxic chemicals and tons of plastic i ',Cronaca
934,'The Postal Service announced plans on Friday to raise the price of a firstclass postage stamp to 58 cents from 55 ',Religion
935,'One of the more unusual categories of Chinese infrastructure spending building urban parks Construction has moved into',Drama
936,'Almost all psychologists and academics agree There is not enough affordable mental health care for everyone who ne ',Action
937,'I feel for Naomi and I wish I could give her a hug because Ive been in those situations said Serena Williams ',Drama
938,'California in an effort to protect its dwindling population of Western monarch butterflies put forward a 1 milli ',Politics
939,'New York States Excelsior Pass is the first governmentissued vaccine passport in the US\n\nOfficials hope the app ',Religion
940,'The Belgian embassy in South Korea said it would recall its ambassador after his wife was caught on CCTV slapping a ',Cronaca
941,'In Opinion\n\nJoe and the administration are essentially finishing the job Barack Obama tells Ezra Klein The form ',Religion
942,'I have suffered long bouts of depression since the US Open in 2018 and I have had a really hard time coping with t ',Politics
943,'The US Covid situation is the best its ever been \n50 of people have at least 1 shot and cases have plummeted\n\nSo its',Politics
944,'News that couples in China would be allowed to have three children was trumpeted by state media But intense workpl ',Drama
945,'The Covid variant that has contributed to a surge in India has been renamed Delta under a new system by the WHO Sc ',Religion
946,'Older people are claiming a share of the social media spotlight in South Korea where a greynaissance is helping ',Action
947,'A nationwide program to build parks in China is transforming cities and providing green spaces for residents who ar ',Drama
948,'The Chinese government has encouraged couples to have more babies in a bid to avert a looming demographic crisis B ',Action
949,'My first priority is my stomach Mr Kumar said If my stomach is not filled I will die even before corona\nDelhi Reopens',Drama
950,'Opposition politicians in Israel were locked in negotiations to form a coalition deal to oust Prime Minister Benjam ',Drama
951,'Its not unusual for Rihanna say to pop into this cozy restaurant once twice three times in a week if shes in ',Religion
952,'Cruella starring Emma Stone doesnt offer much that is genuinely new but it nonetheless feels fresher than mo ',Religion
953,'Australias national womens softball team became the first international competitors to arrive in Japan ahead of t ',Drama
954,'Illinois would become the first state to stop the police from using deceptive tactics when interrogating young peop ',Religion
955,'The Covid variant that has contributed to a surge in India has been renamed Delta under a new system by the WHO Sc ',Religion
956,'We were scared said Nova one of the dancers who went viral vogueing at a protest in Bogot But the people and ',Action
957,'Just four wheels and a board The only other barrier to entry is the imagination ',Politics
958,'Unmarried women in China are often denied government maternity benefits\n\nBut as the countrys birthrate plummets ',Drama
959,'I feel for Naomi and I wish I could give her a hug because Ive been in those situations said Serena Williams ',Drama
960,'This years Memorial Day was especially poignant after many ceremonies to honor the nations veterans were curtaile ',Politics
